audio,transcript,duration_s
clips/chunk_0482.mp3,و ال organizing وال leading,1.8
clips/chunk_0483.mp3,ال controlling يحب نتطرق ليها,2.2
clips/chunk_0484.mp3,فشوف ال planning يندرج تحتها,2.1
clips/chunk_0485.mp3,strategy,0.8
clips/chunk_0486.mp3,okay,0.6
clips/chunk_0487.mp3,و ال organizing في تحتها شنو؟,2.0
clips/chunk_0488.mp3,organizational structure,1.7
clips/chunk_0489.mp3,انزين؟,0.5
clips/chunk_0490.mp3,وال leading,0.9
clips/chunk_0491.mp3,في وياها تعريف ال vision,1.9
clips/chunk_0492.mp3,and zin,0.4
clips/chunk_0493.mp3,فذلين صيرين كل وحدة,1.7
clips/chunk_0494.mp3,تحتها تعريف خنقول,1.6
clips/chunk_0495.mp3,إلا ال controlling ال controlling في تحتها خطوات,4.0
clips/chunk_0496.mp3,Okay خطوة سهلة وبسيطة وتافهة,2.7
clips/chunk_0497.mp3,ان زين,0.6
clips/chunk_0498.mp3,فخلنا نشوفهم الحين,1.3
clips/chunk_0499.mp3,uh,0.7
clips/chunk_0500.mp3,فاق ال controlling,1.4
clips/chunk_0501.mp3,هو شنو؟,0.9
clips/chunk_0502.mp3,التعريفة,1.0
clips/chunk_0503.mp3,monitoring performance,1.7
clips/chunk_0504.mp3,evaluating it,1.4
clips/chunk_0505.mp3,and taking corrective action,1.9
clips/chunk_0506.mp3,و ال needed,0.7
clips/chunk_0507.mp3,وهذه هي الخطوات,1.1
clips/chunk_0508.mp3,بس,0.5
clips/chunk_0509.mp3,ال controlling هو التحكم,2.4
clips/chunk_0510.mp3,أنا أب أتحكم الحين في الشركة,2.4
clips/chunk_0511.mp3,ففي خطوات,1.1
clips/chunk_0512.mp3,نزين؟,0.6
clips/chunk_0513.mp3,إن أنا,0.8
clips/chunk_0514.mp3,I have to set standards,1.7
clips/chunk_0515.mp3,أو إن أنا,1.1
clips/chunk_0516.mp3,set goals,1.1
clips/chunk_0517.mp3,أحط هدف,0.9
clips/chunk_0518.mp3,okay,0.5
clips/chunk_0519.mp3,وضع مقاييس أو وضع أهداف,2.2
clips/chunk_0520.mp3,اثنين,0.7
clips/chunk_0521.mp3,I have to what؟ تماجر performance إن أنا أقيص الأداء,3.9
clips/chunk_0522.mp3,وأشوف الواقع,1.4
clips/chunk_0523.mp3,ثلاثة,0.7
clips/chunk_0524.mp3,compare performance in any,2.4
clips/chunk_0525.mp3,أقارن,0.8
clips/chunk_0526.mp3,okay,0.6
clips/chunk_0527.mp3,مقارنة الأداء,1.1
clips/chunk_0528.mp3,زين أربعة,1.3
clips/chunk_0529.mp3,اللهيتي corrective action,1.9
clips/chunk_0530.mp3,انزين,0.4
clips/chunk_0531.mp3,خلنا ناخد مثال,1.4
clips/chunk_0532.mp3,عشان توضح صورة ال controlling,2.3
clips/chunk_0533.mp3,انزين,0.6
clips/chunk_0534.mp3,مثلًا,0.8
clips/chunk_0535.mp3,any,0.6
clips/chunk_0536.mp3,حطيت هدف,1.1
clips/chunk_0537.mp3,إن أنا أب أجيب إيه؟,1.5
clips/chunk_0538.mp3,في هذه المادة,1.2
clips/chunk_0539.mp3,ش هت زائد؟,0.9
clips/chunk_0540.mp3,and then,0.8
clips/chunk_0541.mp3,فاني حطيت الهدف,1.3
clips/chunk_0542.mp3,حدّرت الهدف مالي,1.6
clips/chunk_0543.mp3,انزين,0.6
clips/chunk_0544.mp3,لا سمح الله,1.3
clips/chunk_0545.mp3,قدّر الله ما شاء أفعل,1.8
clips/chunk_0546.mp3,شبتش شنو؟,0.7
clips/chunk_0547.mp3,في النهاية جبت F,1.5
clips/chunk_0548.mp3,okay,0.6
clips/chunk_0549.mp3,حين أنا أجي,1.1
clips/chunk_0550.mp3,أقارن,0.8
clips/chunk_0551.mp3,Okay أقارن بين الهدف اللي حطيته,2.9
clips/chunk_0552.mp3,الهدف والله كنت ابقى اجيب ايه؟,1.7
clips/chunk_0553.mp3,والواقع,0.9
clips/chunk_0554.mp3,drift F,0.9
clips/chunk_0555.mp3,انزيفه وش صار؟,1.3
clips/chunk_0556.mp3,لازم أجي,1.0
clips/chunk_0557.mp3,واخذ شنو corrective action,2.4
clips/chunk_0558.mp3,أصحح الوضع,1.0
clips/chunk_0559.mp3,okay,0.6
clips/chunk_0560.mp3,فوالله إن أنا مثلا درست ليلة الأمتحان,3.2
clips/chunk_0561.mp3,دراست حزة الحزة,1.6
clips/chunk_0562.mp3,أمامة داني أحفاظ,1.5
clips/chunk_0563.mp3,رحت الامتحان منايمة,1.6
clips/chunk_0564.mp3,فأني لازم,1.0
clips/chunk_0565.mp3,لين جيت بعيد المادة,1.7
clips/chunk_0566.mp3,اخذ شنو خطوات تصحيحية؟,2.5
clips/chunk_0567.mp3,نزين,0.5
clips/chunk_0568.mp3,حين أن خذيت الخطوات التصحيحية,2.1
clips/chunk_0569.mp3,وجيت وعدلت الوضع,1.7
clips/chunk_0570.mp3,في ال course اللي بعده,1.1
clips/chunk_0571.mp3,جيت,0.6
clips/chunk_0572.mp3,قلت الهدف,1.0
clips/chunk_0573.mp3,بعد يقبق اجيب ايه؟,1.3
clips/chunk_0574.mp3,وفعلاً,0.8
clips/chunk_0575.mp3,جبت A,0.8
clips/chunk_0576.mp3,بنزين؟,0.6
clips/chunk_0577.mp3,جيت اقارن الحين بين الهدف,2.2
clips/chunk_0578.mp3,مالي؟ والله أنا أبي أجيب إيه؟,1.7
clips/chunk_0579.mp3,والواقع,0.9
clips/chunk_0580.mp3,جبت ايه؟,0.8
clips/chunk_0581.mp3,هل يحتاج إن أنا أخذ corrective action؟,2.4
clips/chunk_0582.mp3,ما يحتاج,0.8
clips/chunk_0583.mp3,فهذه خطوة,1.1
clips/chunk_0584.mp3,اخنقو الاختيارية,1.5
clips/chunk_0585.mp3,لأن أنا إذا وصلت إلى الهدف,1.8
clips/chunk_0586.mp3,ما بحتاجها,1.1
clips/chunk_0587.mp3,okay,0.6
clips/chunk_0588.mp3,يعني لإن أنا حرفياً كل شي سويته صح وصلت للهدف مالي,3.9
clips/chunk_0589.mp3,بعلش أخد خطوات تصحيحية ما أحتاج,2.8
clips/chunk_0590.mp3,لكن,0.7
clips/chunk_0591.mp3,لو ما وصلتي للهدف مالي,2.3
clips/chunk_0592.mp3,أحتاج هذا الخطوة,1.4
clips/chunk_0593.mp3,okay,0.5
clips/chunk_0594.mp3,فهذا هو ببساطة ال controlling,2.2
clips/chunk_0595.mp3,فبتش ذي احنا خلصنا,1.6
clips/chunk_0596.mp3,الهدف الثالث,1.3
clips/chunk_0597.mp3,okay,0.5
clips/chunk_0598.mp3,الهدف الثالث قلنا احنا بنعرف شنو اهمه,3.2
clips/chunk_0599.mp3,ال management,1.1
clips/chunk_0600.mp3,task,1.0
clips/chunk_0601.mp3,okay,0.7
clips/chunk_0602.mp3,ال management task أهمة,1.7
clips/chunk_0603.mp3,planning,0.7
clips/chunk_0604.mp3,organizing,1.0
clips/chunk_0605.mp3,leading and controlling,1.9
clips/chunk_0606.mp3,so,0.5
clips/chunk_0607.mp3,الحين وصلنا إلى الهدف الرابع,3.1
clips/chunk_0608.mp3,رح نتكلم عن ال organizational performance,3.0
clips/chunk_0609.mp3,هذا الهدف يعني الصراحة,1.8
clips/chunk_0610.mp3,المفروض أغلب كم؟,1.4
clips/chunk_0611.mp3,مر عليكم الأشياء اللي فيه,1.7
clips/chunk_0612.mp3,فهدف طق طقي يعني انا الصراحة حوزي ولا تحجي,3.5
clips/chunk_0613.mp3,بس لازم نعرف نفرق بما بينهم,2.2
clips/chunk_0614.mp3,ان زين,0.6
clips/chunk_0615.mp3,فاق,0.6
clips/chunk_0616.mp3,في ال organization هذا ال performance اللي هو أداء المنظمات,4.0
clips/chunk_0617.mp3,زين؟,0.6
clips/chunk_0618.mp3,عنشلون بقّس أداء المنظمات؟,2.0
clips/chunk_0619.mp3,عبر شيئين,1.0
clips/chunk_0620.mp3,ال efficiency,1.0
clips/chunk_0621.mp3,و ال effectiveness,1.1
clips/chunk_0622.mp3,Okay فهذه لين المفروض انهم مري عليكم,2.8
clips/chunk_0623.mp3,حتى الام ومره عليكم حين انشاء الله,2.1
clips/chunk_0624.mp3,بتعرفونهم,0.9
clips/chunk_0625.mp3,أن زين,0.5
clips/chunk_0626.mp3,فال efficiency هي شنو؟,1.9
clips/chunk_0627.mp3,a measure of,1.0
clips/chunk_0628.mp3,هوّل,0.9
clips/chunk_0629.mp3,or,0.4
clips/chunk_0630.mp3,how productivity,1.3
clips/chunk_0631.mp3,resources are used,1.5
clips/chunk_0632.mp3,to achieve goals,1.0
clips/chunk_0633.mp3,okay,0.5
clips/chunk_0634.mp3,فالكفاءة,1.4
clips/chunk_0635.mp3,okay,0.6
clips/chunk_0636.mp3,الكفاءة,1.0
clips/chunk_0637.mp3,هي شناك؟,0.8
clips/chunk_0638.mp3,تتكلم عن الاستخدام الأمثل,3.0
clips/chunk_0639.mp3,للموارد,1.1
clips/chunk_0640.mp3,فأني,0.7
clips/chunk_0641.mp3,كل ما استخدمت الموارد اللي عندي بشكل أقل,3.7
clips/chunk_0642.mp3,وانتجت كمية أكبر,1.8
clips/chunk_0643.mp3,يعني شنو؟ يعني الكفاءة عندي قاعدة زيد,2.8
clips/chunk_0644.mp3,الموارد قلنا هم شنو؟,1.7
clips/chunk_0645.mp3,الهيومن,0.8
clips/chunk_0646.mp3,where,0.4
clips/chunk_0647.mp3,ال financial,1.2
clips/chunk_0648.mp3,و ال information,1.1
clips/chunk_0649.mp3,و؟,0.4
clips/chunk_0650.mp3,ال physical,0.8
clips/chunk_0651.mp3,okay,0.5
clips/chunk_0652.mp3,حفظوهم,0.9
clips/chunk_0653.mp3,ده لين؟,0.7
clips/chunk_0654.mp3,resources,1.1
clips/chunk_0655.mp3,فال efficiency,1.3
clips/chunk_0656.mp3,هي اتخصت شنو؟,1.1
clips/chunk_0657.mp3,اتخص دلين,1.1
clips/chunk_0658.mp3,خصت ال resources,1.3
clips/chunk_0659.mp3,back,0.3
clips/chunk_0660.mp3,الكفاءة بتتكلم لي عن,2.0
clips/chunk_0661.mp3,الاستخدام الأنثل إلى هاي الموارد؟,3.0
clips/chunk_0662.mp3,يعني انا مثلا,1.2
clips/chunk_0663.mp3,موفّة لي بس خمسة أشخاص,2.1
clips/chunk_0664.mp3,حط عليهم خمس computerات,1.9
clips/chunk_0665.mp3,بس,0.7
clips/chunk_0666.mp3,في النهاية يوصلوني إلى الهدف,2.4
clips/chunk_0667.mp3,okay,0.6
clips/chunk_0668.mp3,لكن على عكس لو مثلاً,2.0
clips/chunk_0669.mp3,جبت لي ناس واجد,1.5
clips/chunk_0670.mp3,و ما منهم فائدة,1.2
clips/chunk_0671.mp3,مثلًا جب لي,1.4
clips/chunk_0672.mp3,عشرين شخص,1.0
clips/chunk_0673.mp3,وحط عليهم عشرين computer بس,2.1
clips/chunk_0674.mp3,ما قاعدين نشتغلون، ماقعدين,1.8
clips/chunk_0675.mp3,يستخدمون,1.0
clips/chunk_0676.mp3,أو,0.6
clips/chunk_0677.mp3,إيه؟ مقعد يستخدمون الموارد,2.0
clips/chunk_0678.mp3,الاستخدام الأمثل,1.3
clips/chunk_0679.mp3,okay,0.6
clips/chunk_0680.mp3,ف ..,0.7
clips/chunk_0681.mp3,هذه,1.2
clips/chunk_0682.mp3,هذه وك,0.8
clips/chunk_0683.mp3,هذه ال efficiency,1.3
clips/chunk_0684.mp3,النهي شنو؟,1.0
clips/chunk_0685.mp3,استخدام الأمثل إلى هذا ال resources ال human وال financial,4.7
clips/chunk_0686.mp3,و ال information,1.2
clips/chunk_0687.mp3,وال physical,0.8
clips/chunk_0688.mp3,okay,0.6
clips/chunk_0689.mp3,فأنا كلمة,1.0
clips/chunk_0690.mp3,كانت الموارد عندي أقل,2.0
clips/chunk_0691.mp3,وانتجت أكثر ووصلت إلى الهدف مالي,3.0
clips/chunk_0692.mp3,معناتها,0.8
clips/chunk_0693.mp3,ال efficiency الكفاءة عندي,1.9
clips/chunk_0694.mp3,perfect ولا غلطة,1.4
clips/chunk_0695.mp3,and zain,0.6
clips/chunk_0696.mp3,عجل شو ال effectiveness؟,1.6
clips/chunk_0697.mp3,ال effectiveness هي,1.5
clips/chunk_0698.mp3,a major of the appropriateness,2.2
clips/chunk_0699.mp3,off the goal,0.9
clips/chunk_0700.mp3,of the goals an organization is pursuing,3.1
clips/chunk_0701.mp3,and the degree,1.2
clips/chunk_0702.mp3,to which organization achieve those goals,2.7
clips/chunk_0703.mp3,فهني في ال effectiveness,3.1
clips/chunk_0704.mp3,أنا بتكلم عن شنو؟,1.4
clips/chunk_0705.mp3,النتيجة,0.8
clips/chunk_0706.mp3,اللي تهمني شنو النتيجة,1.9
clips/chunk_0707.mp3,خلنا يكتر مني أحسن,1.3
clips/chunk_0708.mp3,ال result,0.8
clips/chunk_0709.mp3,okay,0.6
clips/chunk_0710.mp3,ف,0.4
clips/chunk_0711.mp3,فين ال effectiveness,1.6
clips/chunk_0712.mp3,الفعالية تتكلم عن شنو؟ إن أنا,2.8
clips/chunk_0713.mp3,أحقق الأهداف الصحيحة the appropriate or the right,4.0
clips/chunk_0714.mp3,the right goals okay,1.3
clips/chunk_0715.mp3,فأنا وصلت إلى النتيجة الصح,2.0
clips/chunk_0716.mp3,فكلمة,0.9
clips/chunk_0717.mp3,حققنا نتيجة مرضية,1.9
clips/chunk_0718.mp3,و أرضتني,1.1
clips/chunk_0719.mp3,مثلا والله انا كنت ابقى احقق ون مليون نهاية السنة,3.4
clips/chunk_0720.mp3,حققت two million,1.3
clips/chunk_0721.mp3,فأنا أكيد عندي effectiveness,1.9
clips/chunk_0722.mp3,وصلت إلى أعلى من الهدف مالي,2.3
clips/chunk_0723.mp3,عرفتون؟,0.7
clips/chunk_0724.mp3,ال result في النهاية,1.7
clips/chunk_0725.mp3,كانت,0.6
clips/chunk_0726.mp3,فوق المرضية بعد,1.3
clips/chunk_0727.mp3,عرفتون؟,0.7
clips/chunk_0728.mp3,فالنتيجة,1.3
clips/chunk_0729.mp3,كلمة زادت,1.3
clips/chunk_0730.mp3,زارت شنو ال effectiveness؟,1.8
clips/chunk_0731.mp3,okay,0.5
clips/chunk_0732.mp3,لكن لا مثلًا,1.3
clips/chunk_0733.mp3,أنا كنت أبقى أحقق one million,2.8
clips/chunk_0734.mp3,لكن جت نهاية السنة,1.5
clips/chunk_0735.mp3,أنا بس أحققها,1.3
clips/chunk_0736.mp3,"500,000",1.0
clips/chunk_0737.mp3,فهل أنا عندي effectiveness؟,1.7
clips/chunk_0738.mp3,مو عندي effectiveness لإن أنا ما وصلت إلى ال result اللي أبيها,3.6
clips/chunk_0739.mp3,okay,0.6
clips/chunk_0740.mp3,فال effectiveness أنا بطالع شنو ال result,3.0
clips/chunk_0741.mp3,لكن ال efficiency بطالع شنو؟,2.8
clips/chunk_0742.mp3,ال resources إن أنا قاعدة أستخدمهم الاستخدام الأمثل,3.9
clips/chunk_0743.mp3,وال resources قلنا هما,1.6
clips/chunk_0744.mp3,human financial information,2.3
clips/chunk_0745.mp3,وفي الذكّل,0.8
clips/chunk_0746.mp3,come off,0.5
clips/chunk_0747.mp3,زين فابتدي احنا خلصنا من الهدف الرابع,3.9
clips/chunk_0748.mp3,اللهوة شنو؟,1.0
clips/chunk_0749.mp3,ال organizational performance,2.0
clips/chunk_0750.mp3,قلنا,0.7
clips/chunk_0751.mp3,ال organization of performance فيه شنو؟,2.7
clips/chunk_0752.mp3,ال efficiency وال effectiveness,1.8
clips/chunk_0753.mp3,ال efficiency هي الكفاءة,1.9
clips/chunk_0754.mp3,واللي؟,0.7
clips/chunk_0755.mp3,بنتكلم فيها عن شنو الاستخدام الأمثل,3.3
clips/chunk_0756.mp3,إلى الموارد,1.2
clips/chunk_0757.mp3,Okay ال efficiency هي الكفاءة,2.2
clips/chunk_0758.mp3,وبتتكلم عن ال resources,1.8
clips/chunk_0759.mp3,أمّل effectiveness,1.4
clips/chunk_0760.mp3,بروح اطالع شنو؟,1.2
clips/chunk_0761.mp3,بروح اطالع ال result,1.6
clips/chunk_0762.mp3,في النهاية,1.0
clips/chunk_0763.mp3,في ال effectiveness,1.2
clips/chunk_0764.mp3,عشان,0.7
clips/chunk_0765.mp3,أنا أكون فعلاً منظمة أو شركة فعالة,3.1
clips/chunk_0766.mp3,لازم أشوف شنو ال effectiveness فبروح أطالع النتيجة,3.6
clips/chunk_0767.mp3,تمام؟,0.4
clips/chunk_0768.mp3,فكل ما كانت النتيجة مرضية,2.3
clips/chunk_0769.mp3,يعني انا عندي effectiveness,1.9
clips/chunk_0770.mp3,تمام؟,0.4
clips/chunk_0771.mp3,فهذا باختصار الهدف الرابع,2.0
clips/chunk_0772.mp3,الحين بنتكلم عن الهدف الخامس,2.7
clips/chunk_0773.mp3,له شنو ال managerial level؟,2.2
clips/chunk_0774.mp3,وهذا هجف,1.1
clips/chunk_0775.mp3,جت,0.3
clips/chunk_0776.mp3,done,0.4
clips/chunk_0777.mp3,جدا جدا,0.9
clips/chunk_0778.mp3,مهم وأبيكم تركزون عليه,2.1
clips/chunk_0779.mp3,وتحفظونا,1.2
clips/chunk_0780.mp3,ويمكن هذا أهمش في ال chapter,1.6
clips/chunk_0781.mp3,انزين لأن هذا شنو؟,1.7
clips/chunk_0782.mp3,جه,0.6
clips/chunk_0783.mp3,عليهم,0.6
clips/chunk_0784.mp3,السؤال السي,1.5
clips/chunk_0785.mp3,course اللي راح,0.9
clips/chunk_0786.mp3,اتوى ال course اللي راح,1.2
clips/chunk_0787.mp3,جي عليه سؤال,1.3
clips/chunk_0788.mp3,فجدًا مهم,1.3
clips/chunk_0789.mp3,طمام,0.5
clips/chunk_0790.mp3,in zin,0.6
clips/chunk_0791.mp3,فحين احنا بنتكلم عن شنو؟,1.8
clips/chunk_0792.mp3,ال managerial level,1.3
clips/chunk_0793.mp3,طبقات الإدارة أو طبقاة المدرأ,2.8
clips/chunk_0794.mp3,يعني دالين كلها,1.3
clips/chunk_0795.mp3,ودرأك,1.2
clips/chunk_0796.mp3,يعني ال top,0.9
clips/chunk_0797.mp3,يعتبر مدير,1.1
clips/chunk_0798.mp3,والمجل,0.9
clips/chunk_0799.mp3,بعد مدير,0.9
clips/chunk_0800.mp3,وال first line,1.3
clips/chunk_0801.mp3,managers,0.9
clips/chunk_0802.mp3,بعد مدرأ,0.9
clips/chunk_0803.mp3,تمام؟,0.5
clips/chunk_0804.mp3,فهذا بس شيله ما عليكم منه,2.8
clips/chunk_0805.mp3,يعني اتمدع على هذا,1.3
clips/chunk_0806.mp3,أو دليني يعني,1.0
clips/chunk_0807.mp3,okay,0.4
clips/chunk_0808.mp3,انزين,0.5
clips/chunk_0809.mp3,فنج اليهم الحين واحد واحد,1.9
clips/chunk_0810.mp3,أول شي ال top,1.5
clips/chunk_0811.mp3,managers,0.9
clips/chunk_0812.mp3,I'm a man,0.8
clips/chunk_0813.mp3,يعني أمثلة عليهم,1.5
clips/chunk_0814.mp3,ال deputy,1.1
clips/chunk_0815.mp3,اللي هو النائب,1.2
clips/chunk_0816.mp3,okay,0.6
clips/chunk_0817.mp3,النائب يعتبر شنو؟,1.5
clips/chunk_0818.mp3,top manager,1.1
clips/chunk_0819.mp3,no,0.5
clips/chunk_0820.mp3,نزين,0.4
clips/chunk_0821.mp3,وال CEO,1.8
clips/chunk_0822.mp3,و ال cfo,1.5
clips/chunk_0823.mp3,اللي هو,0.6
clips/chunk_0824.mp3,chef financial officer,2.1
clips/chunk_0825.mp3,قلين,0.6
clips/chunk_0826.mp3,COO,0.9
clips/chunk_0827.mp3,okay,0.6
clips/chunk_0828.mp3,لين؟ كلهم شنه يعتبرون؟,1.8
clips/chunk_0829.mp3,top managers,1.3
clips/chunk_0830.mp3,نحطهم في الإدارة العليا,2.3
clips/chunk_0831.mp3,and zain,0.6
clips/chunk_0832.mp3,ال middle managers,1.4
clips/chunk_0833.mp3,منهما؟,0.8
clips/chunk_0834.mp3,رؤساء الأقسام,1.4
clips/chunk_0835.mp3,okay,0.6
clips/chunk_0836.mp3,هذا لين اللي نعتبرهم شنو؟ middle managers,2.7
clips/chunk_0837.mp3,but,0.5
clips/chunk_0838.mp3,mmm,0.5
clips/chunk_0839.mp3,ال manager,1.3
clips/chunk_0840.mp3,أو,0.7
clips/chunk_0841.mp3,رئيس قسم ال IT يعني,1.9
clips/chunk_0842.mp3,رئيس قسم ال marketing,2.0
clips/chunk_0843.mp3,should be,0.4
clips/chunk_0844.mp3,فنير أسواء الأقصى,1.8
clips/chunk_0845.mp3,رأسها لاقسم,1.3
clips/chunk_0846.mp3,and zine,0.7
clips/chunk_0847.mp3,ال first line,1.2
clips/chunk_0848.mp3,managers اهمش انو supervisor,2.5
clips/chunk_0849.mp3,المشرفين,0.8
clips/chunk_0850.mp3,اكيث,0.6
clips/chunk_0851.mp3,فدلين بعد يعتبروه المدرأ,1.8
clips/chunk_0852.mp3,زي خلنا نجليها محدة واحدة,1.9
clips/chunk_0853.mp3,فهم شنو جاهم سؤال؟,1.4
clips/chunk_0854.mp3,إن,0.7
clips/chunk_0855.mp3,discuss ال managerial levels,2.0
clips/chunk_0856.mp3,فانتوا لازم تكتبون كل شي,1.6
clips/chunk_0857.mp3,كلشي تعرفون عن ال managerial level حطوه,3.1
clips/chunk_0858.mp3,حتى هذه الامثلة لإن هذا اللي اتحججه عليه,2.7
clips/chunk_0859.mp3,إن والله أنتم ما حطيتون أمثلة,2.0
clips/chunk_0860.mp3,فحطوا مع انهم ما قالوا يعني,2.5
clips/chunk_0861.mp3,أن put examples أو شيء شذي,2.6
clips/chunk_0862.mp3,فانتون كل شي تعرفونا كل شي خص النقطة حط,3.7
clips/chunk_0863.mp3,o,0.3
clips/chunk_0864.mp3,okay,0.6
clips/chunk_0865.mp3,فع,0.5
clips/chunk_0866.mp3,انجهني,0.8
clips/chunk_0867.mp3,إلى,0.5
clips/chunk_0868.mp3,ال,1.3
clips/chunk_0869.mp3,مناجرية level,1.2
clips/chunk_0870.mp3,أول واحدة قلناه عندنا top managers,2.3
clips/chunk_0871.mp3,وال top managers قلناهم من,1.9
clips/chunk_0872.mp3,ال deputy CEO CFO Delane,2.9
clips/chunk_0873.mp3,and zine,0.5
clips/chunk_0874.mp3,شن ال definition مالك؟,1.4
clips/chunk_0875.mp3,managers who,1.3
clips/chunk_0876.mp3,create an organization vision,2.4
clips/chunk_0877.mp3,and join all the organization,1.9
clips/chunk_0878.mp3,فهذه نين؟ المدرأ,2.1
clips/chunk_0879.mp3,اللهمة,0.7
clips/chunk_0880.mp3,top,0.5
clips/chunk_0881.mp3,من زين؟,0.6
clips/chunk_0882.mp3,أهمل اللي يحطون لين ال vision,1.9
clips/chunk_0883.mp3,شنو اسؤلياتهم؟,1.5
clips/chunk_0884.mp3,أول شي إنهم,1.5
clips/chunk_0885.mp3,بيحطوه لنا,1.2
clips/chunk_0886.mp3,ال organizational goals,1.6
clips/chunk_0887.mp3,وضع أهداف المنظمة بيحطون أهدافي للمنظמה أو ال vision,4.3
clips/chunk_0888.mp3,okay,0.6
clips/chunk_0889.mp3,الرؤية,0.8
clips/chunk_0890.mp3,بيحطون أهداف,1.5
clips/chunk_0891.mp3,إلى المنظمة,1.1
clips/chunk_0892.mp3,بعد,0.7
clips/chunk_0893.mp3,I'm responsible,1.5
clips/chunk_0894.mp3,for the performance of all departments,3.0
clips/chunk_0895.mp3,نزين؟,0.6
clips/chunk_0896.mp3,إنهم مسؤولين,1.1
clips/chunk_0897.mp3,عن الاشراف,1.1
clips/chunk_0898.mp3,على أداء الأقسام,1.4
clips/chunk_0899.mp3,يعني بيروحون إلى كل قسم وبيشوفون,2.5
clips/chunk_0900.mp3,قعد يسوّون okay ولا لا؟,2.1
clips/chunk_0901.mp3,اشرفون عليهم,1.1
clips/chunk_0902.mp3,insane,0.6
clips/chunk_0903.mp3,بعد,0.7
clips/chunk_0904.mp3,decide,0.7
clips/chunk_0905.mp3,how different departments should interact,2.4
clips/chunk_0906.mp3,uh,0.2
clips/chunk_0907.mp3,يعني,0.6
clips/chunk_0908.mp3,بيحدّدون طرق تفاعل كل قسم,2.7
clips/chunk_0909.mp3,وبعد,0.8
clips/chunk_0910.mp3,شين المنو؟,0.8
clips/chunk_0911.mp3,مسؤولياتهم إن أهمى monitor,2.9
clips/chunk_0912.mp3,حوّل,0.8
clips/chunk_0913.mp3,middle managers,1.4
clips/chunk_0914.mp3,an age department,1.6
clips/chunk_0915.mp3,use resources to achieve goals,2.2
clips/chunk_0916.mp3,فبيشرفون براقبون,1.7
clips/chunk_0917.mp3,على مدراء الأقسام بيشوفون شلون قاعد يستخدمون الموارد,3.5
clips/chunk_0918.mp3,فال top,1.0
clips/chunk_0919.mp3,بيشرف علاجنا,1.4
clips/chunk_0920.mp3,بيشرف على المجل,1.3
clips/chunk_0921.mp3,okay بيشرفون عليهم,1.5
clips/chunk_0922.mp3,insane,0.6
clips/chunk_0923.mp3,المجل,0.8
clips/chunk_0924.mp3,بيقم بيشرف علمان,1.4
clips/chunk_0925.mp3,بيشرف على هذا,1.3
clips/chunk_0926.mp3,اللي هو ال first line manager,1.7
clips/chunk_0927.mp3,وبيتبع,0.9
clips/chunk_0928.mp3,وبيتبع التعليمات اللي من عند ال top,2.6
clips/chunk_0929.mp3,Okay وهذا اللي حين بنذكراه بالضعب,2.2
clips/chunk_0930.mp3,زين؟ sorry,0.8
clips/chunk_0931.mp3,شهر؟,0.6
clips/chunk_0932.mp3,ال middle manager هم شنو؟,2.4
clips/chunk_0933.mp3,usually are hit,1.6
clips/chunk_0934.mp3,of departments,1.2
clips/chunk_0935.mp3,فهذا اللي قلناه,1.1
clips/chunk_0936.mp3,ساعدنا ال middle manager سهمشنا رؤساء الأقسام ال head of departments,5.7
clips/chunk_0937.mp3,an small,0.9
clips/chunk_0938.mp3,or middle size,1.2
clips/chunk_0939.mp3,organizations,1.0
clips/chunk_0940.mp3,فهمش إنه بتسوّن، شنه المسؤوليات اللي عليهم؟,2.6
clips/chunk_0941.mp3,follow top manager direction,2.3
clips/chunk_0942.mp3,بيتبعون توجيهات ال top,2.1
clips/chunk_0943.mp3,okay ده لين ال top,1.2
clips/chunk_0944.mp3,الين ال top بيتبعون توجيهاتهم,2.3
clips/chunk_0945.mp3,in zine,0.6
clips/chunk_0946.mp3,وبسوّون شنو ال supervised first line manager بيشرفون على دلين؟,4.2
clips/chunk_0947.mp3,لهم ال first line,1.1
clips/chunk_0948.mp3,وبعد,0.7
clips/chunk_0949.mp3,responsible for finding the best way,3.8
clips/chunk_0950.mp3,to departmental,1.4
clips/chunk_0951.mp3,resources,0.9
clips/chunk_0952.mp3,زين,0.6
clips/chunk_0953.mp3,فهم,0.7
clips/chunk_0954.mp3,بس اولين انهم شنون؟,1.5
clips/chunk_0955.mp3,يجدون الطريقة الأمثل,1.8
clips/chunk_0956.mp3,لاستخدام الموارد,1.5
clips/chunk_0957.mp3,لا تلاحظون,0.9
clips/chunk_0958.mp3,مساعة شنه قلنا؟,1.2
clips/chunk_0959.mp3,إن,0.5
clips/chunk_0960.mp3,الادارة العلية اللي هم ال top manager دلين,3.1
clips/chunk_0961.mp3,مسؤولين النهام يشرفون وراقبون,3.1
clips/chunk_0962.mp3,ال middle managers,1.5
clips/chunk_0963.mp3,وشوفون هل هم قاعدين استخدمون الموارد صح ولا لا؟,3.7
clips/chunk_0964.mp3,فهذا شنو بيسوي؟ لازم,2.1
clips/chunk_0965.mp3,تشوف,0.5
clips/chunk_0966.mp3,أفضل استخدام,1.2
clips/chunk_0967.mp3,إلى الموارد,0.9
clips/chunk_0968.mp3,Okay فكلهم صيرين متربطين في بعض,2.5
clips/chunk_0969.mp3,و,0.6
clips/chunk_0970.mp3,يعني شو قلكم؟,1.7
